,,Atlanta,Atlanta,Atlanta,Atlanta,Chicago,Chicago,Chicago,Chicago,Nashville,Nashville,Nashville,Nashville,LA,LA,LA,LA,NY,NY,NY,NY
Tue,5/31/2022,5480,4269,1211,86672,2456,3888,-1432,104787,12350,9993,2357,122459,10343,1152,9191,115457,0,719,-719,92416
Wed,6/1/2022,0,4000,-4000,82672,3105,0,3105,107892,5818,5446,372,122831,2144,7718,-5574,109883,9525,3434,6091,98507
Thu,6/2/2022,8958,6476,2482,85154,10514,10185,329,108221,12447,2077,10370,133201,0,2741,-2741,107142,11468,0,11468,109975
Fri,6/3/2022,0,4926,-4926,80228,11823,0,11823,120044,9145,7285,1860,135061,13150,0,13150,120292,4479,1728,2751,112726
Sat,6/4/2022,8612,1354,7258,87486,4992,6952,-1960,118084,0,7135,-7135,127926,1749,8389,-6640,113652,0,0,0,112726
Sun,6/5/2022,4978,0,4978,92464,5503,9925,-4422,113662,2919,10834,-7915,120011,2375,8403,-6028,107624,1966,10807,-8841,103885
Mon,6/6/2022,6003,0,6003,98467,1731,10673,-8942,104720,4895,0,4895,124906,0,1592,-1592,106032,2098,4765,-2667,101218
Tue,6/7/2022,9334,3159,6175,104642,1891,5415,-3524,101196,16047,3448,12599,137505,1270,1827,-557,105475,11290,4920,6370,107588
Wed,6/8/2022,6807,3852,2955,107597,3646,8049,-4403,96793,3655,7792,-4137,133368,1950,0,1950,107425,2484,20822,-18338,89250
Thu,6/9/2022,10481,9209,1272,108869,8565,1367,7198,103991,10384,10051,333,133701,4644,7426,-2782,104643,6767,8030,-1263,87987
Fri,6/10/2022,3317,9622,-6305,102564,7181,1271,5910,109901,0,3268,-3268,130433,2930,14714,-11784,92859,0,5546,-5546,82441
Sat,6/11/2022,5013,6763,-1750,100814,3510,5783,-2273,107628,15777,2275,13502,143935,2287,0,2287,95146,0,6351,-6351,76090
Sun,6/12/2022,8353,11933,-3580,97234,0,0,0,107628,2873,8579,-5706,138229,4297,0,4297,99443,0,0,0,76090
Mon,6/13/2022,6961,4087,2874,100108,0,6821,-6821,100807,7419,6551,868,139097,3716,6239,-2523,96920,0,0,0,76090
Tue,6/14/2022,3662,4137,-475,99633,3921,5540,-1619,99188,9225,17248,-8023,131074,0,8759,-8759,88161,0,12059,-12059,64031
Wed,6/15/2022,13511,8285,5226,104859,3024,1433,1591,100779,0,0,0,131074,3600,18163,-14563,73598,2588,8992,-6404,57627
Thu,6/16/2022,5173,8316,-3143,101716,0,5123,-5123,95656,12522,16828,-4306,126768,754,4833,-4079,69519,13515,0,13515,71142
Fri,6/17/2022,0,2856,-2856,98860,5598,6582,-984,94672,4632,8413,-3781,122987,23190,9347,13843,83362,6737,0,6737,77879
Sat,6/18/2022,3511,6075,-2564,96296,8080,8431,-351,94321,10058,3302,6756,129743,0,3328,-3328,80034,8018,3331,4687,82566
Sun,6/19/2022,5458,0,5458,101754,10910,2681,8229,102550,9686,16228,-6542,123201,4282,6253,-1971,78063,1518,0,1518,84084
Mon,6/20/2022,5756,0,5756,107510,4970,16779,-11809,90741,1276,1398,-122,123079,0,5805,-5805,72258,7878,0,7878,91962
Tue,6/21/2022,3983,4716,-733,106777,0,3538,-3538,87203,6310,3880,2430,125509,5652,0,5652,77910,1351,13966,-12615,79347
Wed,6/22/2022,12012,10569,1443,108220,5619,9369,-3750,83453,0,6211,-6211,119298,6181,6754,-573,77337,3335,2683,652,79999
Thu,6/23/2022,2993,9907,-6914,101306,5657,8097,-2440,81013,0,10897,-10897,108401,4636,8949,-4313,73024,2668,12501,-9833,70166
Fri,6/24/2022,12177,5433,6744,108050,8278,3809,4469,85482,3702,4433,-731,107670,5698,2287,3411,76435,7615,6169,1446,71612
Sat,6/25/2022,1779,3862,-2083,105967,4424,5104,-680,84802,0,5212,-5212,102458,6751,1882,4869,81304,10416,1768,8648,80260
Sun,6/26/2022,7122,3952,3170,109137,8328,1364,6964,91766,2730,5810,-3080,99378,2070,1096,974,82278,6970,4987,1983,82243
Mon,6/27/2022,3466,0,3466,112603,4640,14525,-9885,81881,3247,3773,-526,98852,1478,3126,-1648,80630,7081,11685,-4604,77639
Tue,6/28/2022,3598,3489,109,112712,7214,0,7214,89095,4342,8470,-4128,94724,9499,0,9499,90129,0,9092,-9092,68547
Wed,6/29/2022,3265,8822,-5557,107155,7814,2601,5213,94308,2789,6096,-3307,91417,4195,3104,1091,91220,11696,3335,8361,76908
Thu,6/30/2022,9915,12173,-2258,104897,0,5119,-5119,89189,5137,9390,-4253,87164,9714,0,9714,100934,4980,2841,2139,79047
Fri,7/1/2022,0,3562,-3562,101335,0,7048,-7048,82141,8488,4149,4339,91503,1634,5666,-4032,96902,7424,0,7424,86471
Sat,7/2/2022,1733,4516,-2783,98552,2462,2625,-163,81978,6509,4701,1808,93311,0,4815,-4815,92087,1505,1786,-281,86190
Sun,7/3/2022,19228,10827,8401,106953,7627,5359,2268,84246,7157,13707,-6550,86761,0,7843,-7843,84244,6839,6734,105,86295
Mon,7/4/2022,1788,22931,-21143,85810,10597,0,10597,94843,9259,6258,3001,89762,3654,4586,-932,83312,2218,1906,312,86607
Tue,7/5/2022,10625,0,10625,96435,6247,3902,2345,97188,8186,5921,2265,92027,2943,6707,-3764,79548,0,4021,-4021,82586
Wed,7/6/2022,3194,6118,-2924,93511,16570,1891,14679,111867,0,0,0,92027,7438,4508,2930,82478,2154,0,2154,84740
Thu,7/7/2022,5527,4607,920,94431,4828,12225,-7397,104470,0,12749,-12749,79278,3812,6490,-2678,79800,0,10351,-10351,74389
Fri,7/8/2022,1962,9238,-7276,87155,5754,8658,-2904,101566,3205,5589,-2384,76894,4304,8738,-4434,75366,1829,2726,-897,73492
Sat,7/9/2022,8073,6305,1768,88923,6927,4257,2670,104236,8922,4342,4580,81474,7550,5001,2549,77915,15990,2588,13402,86894
Sun,7/10/2022,2010,6247,-4237,84686,2104,0,2104,106340,6913,6694,219,81693,5938,0,5938,83853,6175,6906,-731,86163
Mon,7/11/2022,5510,1779,3731,88417,4622,4775,-153,106187,2677,7202,-4525,77168,6446,0,6446,90299,6871,1871,5000,91163
Tue,7/12/2022,6710,13566,-6856,81561,6284,2792,3492,109679,9801,0,9801,86969,2156,10312,-8156,82143,3177,6402,-3225,87938
Wed,7/13/2022,2721,5912,-3191,78370,7100,8281,-1181,108498,5168,0,5168,92137,15270,1700,13570,95713,7401,4769,2632,90570
Thu,7/14/2022,14837,1271,13566,91936,11504,4222,7282,115780,12238,7943,4295,96432,4249,17308,-13059,82654,12674,5039,7635,98205
Fri,7/15/2022,7463,2399,5064,97000,3931,15669,-11738,104042,3862,0,3862,100294,3340,0,3340,85994,4113,3801,312,98517
Sat,7/16/2022,2031,2338,-307,96693,4584,1343,3241,107283,0,1581,-1581,98713,0,2420,-2420,83574,11698,1114,10584,109101
Sun,7/17/2022,5056,4731,325,97018,2797,3227,-430,106853,965,9765,-8800,89913,3119,2252,867,84441,4870,2154,2716,111817
Mon,7/18/2022,19892,0,19892,116910,0,1803,-1803,105050,3227,0,3227,93140,5038,0,5038,89479,3875,0,3875,115692
Tue,7/19/2022,0,8106,-8106,108804,12293,0,12293,117343,18640,6132,12508,105648,1589,6248,-4659,84820,7018,16411,-9393,106299
Wed,7/20/2022,3276,8397,-5121,103683,2512,5473,-2961,114382,5211,2674,2537,108185,5591,2811,2780,87600,13538,7542,5996,112295
Thu,7/21/2022,3587,3733,-146,103537,8803,1116,7687,122069,3967,5143,-1176,107009,6631,3981,2650,90250,4818,14402,-9584,102711
Fri,7/22/2022,14530,4746,9784,113321,3710,8340,-4630,117439,2992,5380,-2388,104621,5170,7134,-1964,88286,1867,5756,-3889,98822
Sat,7/23/2022,0,9068,-9068,104253,15712,8792,6920,124359,9671,16464,-6793,97828,2526,1478,1048,89334,0,4659,-4659,94163
Sun,7/24/2022,2064,10469,-8405,95848,7924,14449,-6525,117834,0,0,0,97828,5310,9918,-4608,84726,5604,0,5604,99767
Mon,7/25/2022,6960,2825,4135,99983,7247,9501,-2254,115580,5115,0,5115,102943,2074,5104,-3030,81696,8258,0,8258,108025
Tue,7/26/2022,2564,2844,-280,99703,8081,4885,3196,118776,10210,0,10210,113153,0,12383,-12383,69313,3087,988,2099,110124
Wed,7/27/2022,2759,2683,76,99779,0,5834,-5834,112942,10014,2386,7628,120781,2608,0,2608,71921,16959,7335,9624,119748
Thu,7/28/2022,2294,8139,-5845,93934,5521,4828,693,113635,11345,7986,3359,124140,4796,5106,-310,71611,2435,5577,-3142,116606
Fri,7/29/2022,2463,1078,1385,95319,5963,11958,-5995,107640,2816,1581,1235,125375,2781,0,2781,74392,1808,1497,311,116917
Sat,7/30/2022,7482,6013,1469,96788,5806,8442,-2636,105004,3265,4385,-1120,124255,6068,0,6068,80460,10071,4464,5607,122524
Sun,7/31/2022,10460,1252,9208,105996,1751,11031,-9280,95724,1046,10677,-9631,114624,0,1441,-1441,79019,2721,3686,-965,121559
Mon,8/1/2022,1316,14836,-13520,92476,15223,5098,10125,105849,0,11304,-11304,103320,5650,5521,129,79148,9369,13716,-4347,117212
Tue,8/2/2022,0,11153,-11153,81323,21408,7944,13464,119313,2655,0,2655,105975,6632,5601,1031,80179,4050,5887,-1837,115375
Wed,8/3/2022,7270,2031,5239,86562,1490,3154,-1664,117649,6954,2601,4353,110328,7043,0,7043,87222,6309,11278,-4969,110406
Thu,8/4/2022,3546,4721,-1175,85387,3510,9988,-6478,111171,12747,3967,8780,119108,9088,9502,-414,86808,9074,14709,-5635,104771
Fri,8/5/2022,4320,0,4320,89707,7225,6963,262,111433,8897,5214,3683,122791,12004,2083,9921,96729,1160,3880,-2720,102051
Sat,8/6/2022,10833,7302,3531,93238,3424,0,3424,114857,12857,5494,7363,130154,1220,7080,-5860,90869,6123,9839,-3716,98335
Sun,8/7/2022,9446,9318,128,93366,0,4793,-4793,110064,9067,18640,-9573,120581,5139,8580,-3441,87428,17033,4851,12182,110517
Mon,8/8/2022,0,0,0,93366,8292,4557,3735,113799,4239,5792,-1553,119028,5000,5401,-401,87027,4029,4821,-792,109725
Tue,8/9/2022,3013,3505,-492,92874,4573,4759,-186,113613,3285,0,3285,122313,12704,6716,5988,93015,20110,0,20110,129835
Wed,8/10/2022,6593,6269,324,93198,5944,8068,-2124,111489,3435,7098,-3663,118650,2489,0,2489,95504,974,3317,-2343,127492
Thu,8/11/2022,13781,9196,4585,97783,9753,0,9753,121242,9594,4002,5592,124242,6698,6808,-110,95394,11081,9593,1488,128980
Fri,8/12/2022,8213,0,8213,105996,10216,0,10216,131458,1777,3241,-1464,122778,14429,6453,7976,103370,11490,2229,9261,138241
Sat,8/13/2022,7373,5292,2081,108077,0,3424,-3424,128034,0,10118,-10118,112660,5949,4761,1188,104558,9842,4870,4972,143213
Sun,8/14/2022,4218,4971,-753,107324,1799,7716,-5917,122117,5022,14709,-9687,102973,11166,4836,6330,110888,3423,5716,-2293,140920
Mon,8/15/2022,7658,9806,-2148,105176,7634,0,7634,129751,14456,13163,1293,104266,0,4239,-4239,106649,1326,3409,-2083,138837
Tue,8/16/2022,3662,0,3662,108838,16841,24107,-7266,122485,0,3265,-3265,101001,0,0,0,106649,13625,8141,5484,144321
Wed,8/17/2022,10670,6037,4633,113471,9315,0,9315,131800,0,4903,-4903,96098,7468,13704,-6236,100413,4924,17924,-13000,131321
Thu,8/18/2022,2131,0,2131,115602,5382,0,5382,137182,15304,0,15304,111402,11457,7194,4263,104676,4062,1862,2200,133521
Fri,8/19/2022,0,5918,-5918,109684,4241,6763,-2522,134660,20687,3555,17132,128534,16417,5376,11041,115717,2025,15788,-13763,119758
Sat,8/20/2022,0,7780,-7780,101904,12270,3424,8846,143506,2968,7673,-4705,123829,2187,2489,-302,115415,2183,17344,-15161,104597
Sun,8/21/2022,8891,6103,2788,104692,0,19113,-19113,124393,12402,3940,8462,132291,0,17344,-17344,98071,5859,5117,742,105339
Mon,8/22/2022,9752,12005,-2253,102439,11079,9870,1209,125602,12388,9011,3377,135668,8538,4029,4509,102580,7581,0,7581,112920
Tue,8/23/2022,0,13919,-13919,88520,2526,9545,-7019,118583,11452,8964,2488,138156,15880,4725,11155,113735,8125,4482,3643,116563
Wed,8/24/2022,9224,7040,2184,90704,20837,3901,16936,135519,7556,9246,-1690,136466,8462,11759,-3297,110438,4944,7249,-2305,114258
Thu,8/25/2022,5011,9003,-3992,86712,1146,3694,-2548,132971,8450,3258,5192,141658,5906,4767,1139,111577,4112,4221,-109,114149
Fri,8/26/2022,0,7285,-7285,79427,3622,1716,1906,134877,4759,0,4759,146417,12805,3837,8968,120545,6015,2912,3103,117252
Sat,8/27/2022,9771,4321,5450,84877,4903,3847,1056,135933,0,6737,-6737,139680,7600,5754,1846,122391,7633,9062,-1429,115823
Sun,8/28/2022,6592,2154,4438,89315,12704,4193,8511,144444,12475,3683,8792,148472,4350,2652,1698,124089,1796,4924,-3128,112695
Mon,8/29/2022,1425,5596,-4171,85144,6612,10346,-3734,140710,16154,6725,9429,157901,12974,0,12974,137063,6952,3763,3189,115884
Tue,8/30/2022,21700,3943,17757,102901,8713,17892,-9179,131531,4519,11570,-7051,150850,0,5129,-5129,131934,2462,16931,-14469,101415
Wed,8/31/2022,4185,0,4185,107086,18864,10729,8135,139666,9572,7206,2366,153216,3002,2187,815,132749,4023,6584,-2561,98854
Thu,9/1/2022,1526,7150,-5624,101462,2040,6435,-4395,135271,9077,4198,4879,158095,2422,6405,-3983,128766,3828,6068,-2240,96614
Fri,9/2/2022,10112,11259,-1147,100315,9371,16266,-6895,128376,1064,9664,-8600,149495,9827,3117,6710,135476,0,3423,-3423,93191
Sat,9/3/2022,4532,2924,1608,101923,5271,0,5271,133647,9516,10102,-586,148909,12754,5633,7121,142597,3288,6012,-2724,90467
Sun,9/4/2022,8934,0,8934,110857,2313,2994,-681,132966,3681,5504,-1823,147086,18507,1983,16524,159121,5395,8666,-3271,87196
Mon,9/5/2022,11347,5070,6277,117134,0,4331,-4331,128635,0,4679,-4679,142407,4881,16599,-11718,147403,5720,15237,-9517,77679
Tue,9/6/2022,12771,3982,8789,125923,1755,8353,-6598,122037,3309,10488,-7179,135228,0,7479,-7479,139924,13569,0,13569,91248
Wed,9/7/2022,3986,7163,-3177,122746,0,7376,-7376,114661,5221,2576,2645,137873,6140,7188,-1048,138876,2225,4577,-2352,88896
Thu,9/8/2022,4129,6756,-2627,120119,6777,5315,1462,116123,4272,7916,-3644,134229,4577,1904,2673,141549,1591,5817,-4226,84670
Fri,9/9/2022,4527,11993,-7466,112653,3012,11092,-8080,108043,6314,16355,-10041,124188,0,4808,-4808,136741,4454,3430,1024,85694
Sat,9/10/2022,1787,8133,-6346,106307,11970,5640,6330,114373,3346,9877,-6531,117657,5516,24877,-19361,117380,2945,0,2945,88639
Sun,9/11/2022,10654,8318,2336,108643,11825,5869,5956,120329,3216,0,3216,120873,11465,4070,7395,124775,2040,3052,-1012,87627
Mon,9/12/2022,7168,2421,4747,113390,5091,13257,-8166,112163,0,8991,-8991,111882,5981,5534,447,125222,5468,14540,-9072,78555
Tue,9/13/2022,13703,4554,9149,122539,4013,14332,-10319,101844,10355,9408,947,112829,5199,4433,766,125988,2784,2025,759,79314
Wed,9/14/2022,7236,11546,-4310,118229,6101,9433,-3332,98512,3364,6079,-2715,110114,2673,5062,-2389,123599,5953,0,5953,85267
Thu,9/15/2022,4764,6225,-1461,116768,2354,4954,-2600,95912,8395,3891,4504,114618,15929,8964,6965,130564,10163,3593,6570,91837
Fri,9/16/2022,7607,10949,-3342,113426,11392,1687,9705,105617,0,16937,-16937,97681,8042,973,7069,137633,3181,1796,1385,93222
Sat,9/17/2022,2757,12100,-9343,104083,0,3704,-3704,101913,0,5681,-5681,92000,3504,2636,868,138501,0,2945,-2945,90277
Sun,9/18/2022,6692,5780,912,104995,11611,9671,1940,103853,3476,7420,-3944,88056,11183,0,11183,149684,6548,2462,4086,94363
Mon,9/19/2022,4296,1526,2770,107765,3618,3228,390,104243,8161,0,8161,96217,5688,15814,-10126,139558,13421,6060,7361,101724
Tue,9/20/2022,1536,2835,-1299,106466,3669,3893,-224,104019,4494,7584,-3090,93127,2764,15517,-12753,126805,10836,4958,5878,107602
Wed,9/21/2022,5645,11893,-6248,100218,6363,9120,-2757,101262,0,2483,-2483,90644,13268,5226,8042,134847,6194,8826,-2632,104970
Thu,9/22/2022,1415,5656,-4241,95977,7597,8991,-1394,99868,14152,3398,10754,101398,8666,3343,5323,140170,15394,3502,11892,116862
Fri,9/23/2022,7491,3727,3764,99741,16071,4671,11400,111268,8775,0,8775,110173,12493,17360,-4867,135303,4639,6621,-1982,114880
Sat,9/24/2022,12251,0,12251,111992,2257,4127,-1870,109398,0,4906,-4906,105267,2183,1728,455,135758,7057,8716,-1659,113221
Sun,9/25/2022,0,0,0,111992,9556,0,9556,118954,9408,9888,-480,104787,2305,6715,-4410,131348,0,2945,-2945,110276
Mon,9/26/2022,0,3035,-3035,108957,14431,9759,4672,123626,0,2630,-2630,102157,3676,10513,-6837,124511,14234,3893,10341,120617
Tue,9/27/2022,15352,12066,3286,112243,0,2324,-2324,121302,3740,18144,-14404,87753,9402,4740,4662,129173,4161,1969,2192,122809
Wed,9/28/2022,0,5641,-5641,106602,0,6744,-6744,114558,0,10333,-10333,77420,1656,4195,-2539,126634,2200,7735,-5535,117274
Thu,9/29/2022,12998,1415,11583,118185,17123,5925,11198,125756,6832,4242,2590,80010,2835,10035,-7200,119434,3369,12465,-9096,108178
Fri,9/30/2022,0,3218,-3218,114967,1367,5901,-4534,121222,4131,3694,437,80447,6398,3231,3167,122601,4271,0,4271,112449
Sat,10/1/2022,11467,14118,-2651,112316,6176,0,6176,127398,0,3185,-3185,77262,5057,11555,-6498,116103,10305,9960,345,112794
Sun,10/2/2022,6996,2984,4012,116328,3180,4945,-1765,125633,4565,2314,2251,79513,4400,14340,-9940,106163,1088,6365,-5277,107517
Mon,10/3/2022,6880,3758,3122,119450,8735,9854,-1119,124514,6861,0,6861,86374,2857,7063,-4206,101957,1537,6502,-4965,102552
Tue,10/4/2022,3214,6971,-3757,115693,0,3745,-3745,120769,10885,2408,8477,94851,0,2183,-2183,99774,4271,12154,-7883,94669
Wed,10/5/2022,6876,5008,1868,117561,5499,0,5499,126268,15013,12856,2157,97008,5215,18778,-13563,86211,0,0,0,94669
Thu,10/6/2022,4519,14326,-9807,107754,0,13565,-13565,112703,8747,7515,1232,98240,9679,13772,-4093,82118,7303,10768,-3465,91204
Fri,10/7/2022,1523,10904,-9381,98373,11011,3700,7311,120014,1982,0,1982,100222,6975,0,6975,89093,7863,6020,1843,93047
Sat,10/8/2022,10003,15522,-5519,92854,10315,9068,1247,121261,6966,0,6966,107188,8331,0,8331,97424,1586,2321,-735,92312
Sun,10/9/2022,1397,3173,-1776,91078,11937,5388,6549,127810,5079,0,5079,112267,4730,2673,2057,99481,7854,4495,3359,95671
Mon,10/10/2022,3270,14576,-11306,79772,9745,3517,6228,134038,3526,10437,-6911,105356,3371,8828,-5457,94024,0,18418,-18418,77253
Tue,10/11/2022,6592,4303,2289,82061,11015,9478,1537,135575,9887,4153,5734,111090,3170,10153,-6983,87041,9323,3114,6209,83462
Wed,10/12/2022,10512,3963,6549,88610,14157,8648,5509,141084,10183,5956,4227,115317,2035,2457,-422,86619,0,7796,-7796,75666
Thu,10/13/2022,2321,4825,-2504,86106,0,4426,-4426,136658,7176,7690,-514,114803,2869,12226,-9357,77262,5206,2871,2335,78001
Fri,10/14/2022,7644,0,7644,93750,0,11039,-11039,125619,0,1060,-1060,113743,10832,4717,6115,83377,8778,4847,3931,81932
Sat,10/15/2022,9070,6893,2177,95927,9216,5818,3398,129017,4355,3041,1314,115057,8823,6932,1891,85268,4562,6616,-2054,79878
Sun,10/16/2022,5492,4935,557,96484,8407,5521,2886,131903,0,4622,-4622,110435,1711,5165,-3454,81814,14373,4437,9936,89814
Mon,10/17/2022,3574,6702,-3128,93356,5801,16471,-10670,121233,2426,5129,-2703,107732,5758,3007,2751,84565,5183,3914,1269,91083
Tue,10/18/2022,8798,1579,7219,100575,12962,11354,1608,122841,3332,3856,-524,107208,6379,5330,1049,85614,9420,6789,2631,93714
Wed,10/19/2022,5110,5326,-216,100359,12315,17720,-5405,117436,6801,3978,2823,110031,3898,6493,-2595,83019,6615,4647,1968,95682
Thu,10/20/2022,18238,0,18238,118597,13254,6432,6822,124258,7168,6430,738,110769,10855,9754,1101,84120,3309,9195,-5886,89796
Fri,10/21/2022,10734,4147,6587,125184,5412,4575,837,125095,19574,12286,7288,118057,18821,5090,13731,97851,4481,5139,-658,89138
Sat,10/22/2022,5582,2534,3048,128232,7441,8838,-1397,123698,9849,1475,8374,126431,14187,0,14187,112038,7918,1453,6465,95603
Sun,10/23/2022,3968,9150,-5182,123050,1422,8077,-6655,117043,0,14531,-14531,111900,15781,0,15781,127819,1954,0,1954,97557
Mon,10/24/2022,8507,4139,4368,127418,2457,10472,-8015,109028,0,6013,-6013,105887,7080,7213,-133,127686,0,2884,-2884,94673
Tue,10/25/2022,0,5164,-5164,122254,1729,8135,-6406,102622,0,12454,-12454,93433,3671,2869,802,128488,6070,7825,-1755,92918
Wed,10/26/2022,1733,1729,4,122258,3791,5554,-1763,100859,9433,5789,3644,97077,1881,2944,-1063,127425,1878,4534,-2656,90262
Thu,10/27/2022,3428,2933,495,122753,2906,7002,-4096,96763,10753,7782,2971,100048,6383,8252,-1869,125556,2418,1088,1330,91592
Fri,10/28/2022,5546,9991,-4445,118308,6977,2877,4100,100863,5899,10694,-4795,95253,8252,4493,3759,129315,24834,2224,22610,114202
Sat,10/29/2022,4401,3389,1012,119320,2024,0,2024,102887,3946,2426,1520,96773,7302,5589,1713,131028,0,0,0,114202
Sun,10/30/2022,12248,8931,3317,122637,12973,5779,7194,110081,4807,786,4021,100794,3989,1021,2968,133996,3381,6985,-3604,110598
Mon,10/31/2022,11604,14731,-3127,119510,7003,6375,628,110709,5788,16546,-10758,90036,1085,7952,-6867,127129,1327,12614,-11287,99311
Tue,11/1/2022,16350,3214,13136,132646,7236,5738,1498,112207,10623,2175,8448,98484,2269,10454,-8185,118944,7881,12709,-4828,94483
Wed,11/2/2022,0,8368,-8368,124278,7784,4573,3211,115418,823,2411,-1588,96896,11262,3392,7870,126814,2084,0,2084,96567
Thu,11/3/2022,10404,6710,3694,127972,2786,0,2786,118204,9700,8010,1690,98586,2857,1980,877,127691,13143,1636,11507,108074
Fri,11/4/2022,3552,0,3552,131524,0,9473,-9473,108731,8078,0,8078,106664,0,8593,-8593,119098,6922,1324,5598,113672
Sat,11/5/2022,18273,2321,15952,147476,9053,0,9053,117784,5991,0,5991,112655,0,8099,-8099,110999,6392,8821,-2429,111243
Sun,11/6/2022,15323,5901,9422,156898,19391,4565,14826,132610,1702,13685,-11983,100672,0,2821,-2821,108178,0,12011,-12011,99232
Mon,11/7/2022,7603,4343,3260,160158,9088,12905,-3817,128793,6385,5073,1312,101984,3814,6533,-2719,105459,9355,0,9355,108587
Tue,11/8/2022,7961,7769,192,160350,7915,1771,6144,134937,4811,6788,-1977,100007,6988,7075,-87,105372,4745,5004,-259,108328
Wed,11/9/2022,7375,12459,-5084,155266,6013,13032,-7019,127918,8808,5819,2989,102996,9537,2265,7272,112644,2839,0,2839,111167
Thu,11/10/2022,12459,6350,6109,161375,6437,8948,-2511,125407,6840,1944,4896,107892,14224,9347,4877,117521,0,3360,-3360,107807
Fri,11/11/2022,2849,17093,-14244,147131,3981,3153,828,126235,10154,4206,5948,113840,0,6891,-6891,110630,2508,16769,-14261,93546
Sat,11/12/2022,8900,7144,1756,148887,7468,12030,-4562,121673,6093,7355,-1262,112578,6490,10615,-4125,106505,2648,14262,-11614,81932
Sun,11/13/2022,2378,9754,-7376,141511,14632,15116,-484,121189,5329,0,5329,117907,15409,0,15409,121914,5374,0,5374,87306
Mon,11/14/2022,11307,2018,9289,150800,5683,8362,-2679,118510,10176,8561,1615,119522,4953,10064,-5111,116803,9238,3599,5639,92945
Tue,11/15/2022,0,0,0,150800,2991,4667,-1676,116834,2977,6339,-3362,116160,6143,5356,787,117590,0,1878,-1878,91067
Wed,11/16/2022,9409,10782,-1373,149427,2935,2193,742,117576,5521,4231,1290,117450,888,3998,-3110,114480,1961,3965,-2004,89063
Thu,11/17/2022,4030,7372,-3342,146085,9649,3198,6451,124027,2851,7585,-4734,112716,2563,7104,-4541,109939,7768,8470,-702,88361
Fri,11/18/2022,11060,6503,4557,150642,3394,21345,-17951,106076,7981,11006,-3025,109691,0,10232,-10232,99707,5534,2336,3198,91559
